,Id,Age,Job,Marital,Education,Default,Balance,HHInsurance,CarLoan,Communication,LastContactDay,LastContactMonth,NoOfContacts,DaysPassed,PrevAttempts,Outcome,CallStart,CallEnd,CarInsurance,CallDuration,CallHourStart,CallMinStart
3164,3165,39,admin.,married,secondary,0,2319,0,0,cellular,7,jul,1,-1,0,,2021-12-04 15:01:59,2021-12-04 15:03:23,0,84.0,15,1
493,494,51,services,single,secondary,0,516,1,0,cellular,13,may,1,363,1,failure,2021-12-04 13:55:39,2021-12-04 14:01:49,0,370.0,13,55
523,524,47,services,divorced,secondary,0,-1730,1,1,cellular,18,may,3,-1,0,,2021-12-04 15:28:15,2021-12-04 15:31:13,0,178.0,15,28
1908,1909,60,retired,married,primary,0,37,0,0,cellular,18,jun,3,-1,0,,2021-12-04 14:21:09,2021-12-04 14:33:43,0,754.0,14,21
58,59,34,management,single,,0,6013,1,0,cellular,18,may,1,-1,0,,2021-12-04 13:52:00,2021-12-04 14:02:12,1,612.0,13,52
333,334,46,management,divorced,tertiary,0,1297,0,0,cellular,11,aug,3,-1,0,,2021-12-04 09:34:05,2021-12-04 09:46:01,1,716.0,9,34
549,550,33,blue-collar,married,secondary,0,1221,1,0,cellular,7,may,6,-1,0,,2021-12-04 13:56:42,2021-12-04 13:58:49,0,127.00000000000001,13,56
1609,1610,39,admin.,married,secondary,0,2783,1,0,cellular,12,may,2,-1,0,,2021-12-04 15:49:16,2021-12-04 15:51:27,0,131.0,15,49
2174,2175,32,services,single,secondary,0,936,1,0,cellular,18,nov,1,-1,0,,2021-12-04 14:22:03,2021-12-04 14:23:04,0,61.00000000000001,14,22
850,851,29,student,single,tertiary,0,559,0,0,cellular,3,feb,2,-1,0,,2021-12-04 17:06:25,2021-12-04 17:08:48,0,143.0,17,6
1535,1536,35,services,married,,0,618,0,0,cellular,30,apr,1,-1,0,,2021-12-04 13:12:31,2021-12-04 13:28:22,1,951.0000000000001,13,12
824,825,59,retired,married,primary,0,4949,0,1,,12,jun,8,-1,0,,2021-12-04 12:14:04,2021-12-04 12:16:52,0,168.0,12,14
3551,3552,32,management,married,tertiary,0,1331,0,0,cellular,12,nov,1,92,5,failure,2021-12-04 12:40:44,2021-12-04 12:42:50,1,126.00000000000001,12,40
3874,3875,27,technician,single,secondary,0,598,1,0,cellular,18,may,2,-1,0,,2021-12-04 10:18:47,2021-12-04 10:23:56,0,309.0,10,18
3494,3495,40,technician,married,tertiary,0,1554,0,0,cellular,30,jan,1,-1,0,,2021-12-04 13:35:52,2021-12-04 13:37:31,0,99.0,13,35
1233,1234,58,management,married,secondary,0,37,0,0,cellular,18,aug,11,-1,0,,2021-12-04 09:01:12,2021-12-04 09:02:36,0,84.0,9,1
1871,1872,67,management,married,tertiary,0,405,0,0,cellular,10,nov,2,95,2,success,2021-12-04 12:04:26,2021-12-04 12:10:10,1,344.0,12,4
1190,1191,26,student,single,secondary,0,8015,0,0,cellular,26,may,1,-1,0,,2021-12-04 12:16:18,2021-12-04 12:18:07,0,109.0,12,16
2859,2860,30,admin.,married,primary,0,-171,1,0,,28,may,2,-1,0,,2021-12-04 12:09:04,2021-12-04 12:11:09,0,125.00000000000001,12,9
2916,2917,59,unemployed,married,secondary,0,309,0,0,cellular,28,jan,1,-1,0,,2021-12-04 10:06:29,2021-12-04 10:11:29,0,300.0,10,6
622,623,38,housemaid,divorced,tertiary,0,4312,0,0,cellular,21,nov,4,182,2,other,2021-12-04 15:49:51,2021-12-04 15:56:38,0,407.0,15,49
1756,1757,35,admin.,married,secondary,0,1286,1,0,cellular,5,may,3,337,1,other,2021-12-04 15:05:16,2021-12-04 15:19:38,1,862.0,15,5
2053,2054,47,management,married,tertiary,0,2306,0,0,telephone,6,aug,4,-1,0,,2021-12-04 14:45:09,2021-12-04 14:49:08,1,239.00000000000003,14,45
2945,2946,38,unemployed,married,primary,0,7005,1,0,cellular,7,jul,1,412,1,failure,2021-12-04 13:26:25,2021-12-04 13:32:35,1,370.0,13,26
3578,3579,30,blue-collar,married,primary,0,-336,0,0,cellular,10,jul,6,-1,0,,2021-12-04 13:04:49,2021-12-04 13:06:57,0,128.0,13,4
2949,2950,58,retired,married,primary,0,565,0,0,telephone,7,jul,1,-1,0,,2021-12-04 16:05:58,2021-12-04 16:20:34,1,876.0,16,5
51,52,46,housemaid,married,primary,0,17,0,0,,17,jun,1,-1,0,,2021-12-04 10:33:05,2021-12-04 10:34:17,0,72.0,10,33
1968,1969,34,management,divorced,tertiary,0,2240,0,0,cellular,8,sep,2,184,3,success,2021-12-04 15:42:54,2021-12-04 15:46:34,1,220.0,15,42
3280,3281,35,management,single,secondary,0,3384,1,0,cellular,31,jul,2,-1,0,,2021-12-04 15:49:09,2021-12-04 15:55:21,0,372.0,15,49
2224,2225,30,admin.,married,secondary,0,1794,0,0,cellular,20,nov,1,-1,0,,2021-12-04 14:33:59,2021-12-04 14:51:14,1,1035.0,14,33
2453,2454,42,management,married,tertiary,0,1435,1,0,cellular,7,may,1,-1,0,,2021-12-04 13:26:31,2021-12-04 13:45:39,1,1148.0,13,26
1748,1749,48,housemaid,married,primary,0,0,0,0,cellular,28,aug,23,-1,0,,2021-12-04 10:07:12,2021-12-04 10:07:32,0,20.0,10,7
1292,1293,37,admin.,married,secondary,0,11303,0,0,cellular,26,may,2,-1,0,,2021-12-04 13:53:08,2021-12-04 14:01:28,0,500.00000000000006,13,53
152,153,55,technician,divorced,tertiary,0,0,1,0,,30,may,1,-1,0,,2021-12-04 12:47:28,2021-12-04 12:51:22,0,234.00000000000003,12,47
3775,3776,36,technician,single,secondary,0,651,0,0,cellular,7,aug,1,-1,0,,2021-12-04 17:19:38,2021-12-04 17:34:14,1,876.0,17,19
2799,2800,36,management,married,tertiary,0,495,0,0,cellular,11,sep,1,37,5,success,2021-12-04 10:34:14,2021-12-04 10:35:45,1,91.0,10,34
2885,2886,77,retired,married,,0,1807,0,0,telephone,20,oct,1,-1,0,,2021-12-04 11:14:08,2021-12-04 11:20:21,1,373.0,11,14
1856,1857,35,admin.,single,secondary,0,-101,1,0,cellular,16,apr,1,318,1,other,2021-12-04 11:56:46,2021-12-04 12:01:21,0,275.0,11,56
889,890,45,admin.,married,secondary,0,3493,1,0,cellular,8,jul,1,-1,0,,2021-12-04 10:57:45,2021-12-04 11:06:03,0,498.00000000000006,10,57
3943,3944,54,management,married,tertiary,1,153,0,0,,9,jun,3,-1,0,,2021-12-04 12:24:07,2021-12-04 12:25:46,0,99.0,12,24
1924,1925,37,unemployed,single,tertiary,0,1291,0,0,cellular,5,aug,1,97,2,success,2021-12-04 17:55:50,2021-12-04 17:58:20,1,150.0,17,55
3290,3291,54,blue-collar,married,primary,0,211,0,0,,19,jun,2,-1,0,,2021-12-04 11:18:07,2021-12-04 11:21:27,0,200.0,11,18
1836,1837,52,blue-collar,married,secondary,0,580,0,0,cellular,21,nov,2,-1,0,,2021-12-04 13:46:24,2021-12-04 14:02:29,1,965.0000000000001,13,46
553,554,60,retired,married,primary,0,0,0,0,telephone,30,jul,3,-1,0,,2021-12-04 09:04:37,2021-12-04 09:06:47,0,130.0,9,4
1388,1389,39,self-employed,married,secondary,0,656,0,0,cellular,29,jan,3,-1,0,,2021-12-04 17:11:14,2021-12-04 17:16:23,0,309.0,17,11
2120,2121,32,blue-collar,married,primary,0,415,1,0,,2,jun,4,-1,0,,2021-12-04 17:18:14,2021-12-04 17:31:11,1,777.0,17,18
143,144,32,services,single,secondary,0,-402,1,0,cellular,17,apr,1,-1,0,,2021-12-04 14:38:19,2021-12-04 14:40:34,0,135.0,14,38
1674,1675,39,services,married,primary,0,1601,1,0,,23,may,2,-1,0,,2021-12-04 12:08:27,2021-12-04 12:11:48,0,201.0,12,8
3133,3134,47,management,married,tertiary,0,4386,1,0,telephone,23,jul,1,-1,0,,2021-12-04 14:38:58,2021-12-04 14:39:41,0,43.0,14,38
774,775,36,unemployed,married,tertiary,0,4145,0,0,,20,jun,4,-1,0,,2021-12-04 09:21:42,2021-12-04 09:38:10,1,988.0000000000001,9,21
909,910,44,services,married,primary,0,1161,1,0,,19,may,5,-1,0,,2021-12-04 15:52:59,2021-12-04 15:54:49,0,110.0,15,52
2185,2186,43,technician,married,tertiary,0,192,0,0,cellular,5,aug,2,-1,0,,2021-12-04 15:46:53,2021-12-04 15:50:16,0,203.0,15,46
345,346,30,technician,single,secondary,0,53,1,0,cellular,18,jul,5,-1,0,,2021-12-04 15:31:18,2021-12-04 15:37:10,0,352.0,15,31
2969,2970,32,management,married,tertiary,0,3442,0,0,cellular,18,nov,1,-1,0,,2021-12-04 11:33:05,2021-12-04 11:41:00,0,475.00000000000006,11,33
579,580,27,admin.,married,secondary,0,-393,1,1,,23,may,2,-1,0,,2021-12-04 09:36:39,2021-12-04 09:40:34,0,235.00000000000003,9,36
3731,3732,48,management,single,tertiary,0,-295,0,1,cellular,28,jan,1,190,2,failure,2021-12-04 12:59:53,2021-12-04 13:01:54,0,121.00000000000001,12,59
2574,2575,42,blue-collar,divorced,secondary,0,1261,1,1,cellular,10,jul,1,-1,0,,2021-12-04 17:44:20,2021-12-04 17:48:52,0,272.0,17,44
3784,3785,28,student,single,,0,78,0,0,cellular,4,dec,3,310,2,failure,2021-12-04 12:15:34,2021-12-04 12:19:26,1,232.00000000000003,12,15
773,774,28,management,married,tertiary,0,12,1,0,cellular,9,sep,1,-1,0,,2021-12-04 13:01:04,2021-12-04 13:04:26,1,202.0,13,1
1714,1715,32,blue-collar,married,primary,0,1644,0,0,cellular,7,sep,3,102,5,other,2021-12-04 09:24:06,2021-12-04 09:32:18,1,492.00000000000006,9,24
613,614,51,blue-collar,married,secondary,0,4695,0,0,cellular,29,aug,10,-1,0,,2021-12-04 14:56:55,2021-12-04 14:57:03,0,8.0,14,56
3609,3610,41,blue-collar,married,secondary,1,-204,1,0,,15,may,7,-1,0,,2021-12-04 16:10:39,2021-12-04 16:11:29,0,50.0,16,10
1383,1384,36,admin.,married,secondary,0,39,1,0,cellular,7,apr,2,-1,0,,2021-12-04 15:34:35,2021-12-04 15:37:49,0,194.0,15,34
980,981,45,unemployed,married,secondary,0,383,0,0,cellular,23,apr,1,-1,0,,2021-12-04 17:42:40,2021-12-04 17:47:33,0,293.0,17,42
3033,3034,29,admin.,single,secondary,0,210,0,1,cellular,8,jul,1,-1,0,,2021-12-04 09:22:58,2021-12-04 09:25:18,0,140.0,9,22
2184,2185,36,self-employed,single,primary,0,235,1,0,,29,may,9,-1,0,,2021-12-04 14:47:04,2021-12-04 14:49:25,0,141.0,14,47
2310,2311,55,management,divorced,tertiary,0,2037,0,0,cellular,4,feb,2,94,3,success,2021-12-04 10:22:07,2021-12-04 10:27:12,1,305.0,10,22
484,485,34,technician,married,secondary,0,1,1,0,cellular,19,nov,1,-1,0,,2021-12-04 09:51:01,2021-12-04 09:52:49,0,108.0,9,51
120,121,37,technician,single,tertiary,0,6101,0,0,cellular,6,feb,1,-1,0,,2021-12-04 11:44:15,2021-12-04 11:46:36,1,141.0,11,44
1886,1887,49,technician,married,,0,323,1,0,cellular,18,nov,2,-1,0,,2021-12-04 14:20:01,2021-12-04 14:20:42,0,41.0,14,20
1122,1123,30,management,divorced,tertiary,0,415,1,1,cellular,6,may,1,343,4,failure,2021-12-04 10:57:44,2021-12-04 11:14:08,1,984.0000000000001,10,57
3773,3774,40,technician,divorced,tertiary,0,568,1,0,,24,oct,1,-1,0,,2021-12-04 16:59:39,2021-12-04 17:01:31,1,112.0,16,59
2253,2254,38,self-employed,single,tertiary,0,982,0,0,cellular,11,aug,3,-1,0,,2021-12-04 12:52:10,2021-12-04 12:55:06,0,176.0,12,52
2117,2118,43,management,divorced,secondary,0,51,0,0,cellular,2,feb,1,-1,0,,2021-12-04 11:35:46,2021-12-04 11:42:56,1,430.0,11,35
3926,3927,46,technician,married,secondary,0,57,0,0,,28,may,1,-1,0,,2021-12-04 17:25:40,2021-12-04 17:38:56,1,796.0,17,25
3095,3096,40,services,married,secondary,0,1293,1,0,cellular,13,apr,3,-1,0,,2021-12-04 11:14:12,2021-12-04 11:16:20,0,128.0,11,14
3728,3729,31,blue-collar,married,secondary,0,625,1,0,cellular,2,jul,2,49,3,failure,2021-12-04 10:50:34,2021-12-04 10:52:49,1,135.0,10,50
2149,2150,43,technician,divorced,secondary,0,365,1,0,,4,jun,2,-1,0,,2021-12-04 16:56:26,2021-12-04 17:03:12,0,406.0,16,56
2137,2138,56,technician,single,secondary,0,1437,1,0,cellular,20,nov,8,-1,0,,2021-12-04 15:34:28,2021-12-04 15:40:35,0,367.0,15,34
1456,1457,31,management,single,tertiary,0,0,0,0,cellular,19,aug,4,-1,0,,2021-12-04 15:24:25,2021-12-04 15:27:00,0,155.0,15,24
336,337,20,student,single,,0,829,0,0,cellular,9,jul,2,-1,0,,2021-12-04 13:52:09,2021-12-04 13:56:22,1,253.00000000000003,13,52
344,345,33,services,divorced,secondary,0,-297,1,0,,26,may,2,-1,0,,2021-12-04 17:03:53,2021-12-04 17:06:35,0,162.0,17,3
1363,1364,43,technician,divorced,secondary,0,1612,0,0,cellular,25,may,2,353,1,other,2021-12-04 17:39:35,2021-12-04 17:43:57,1,262.0,17,39
1090,1091,34,technician,married,secondary,0,-259,1,0,,27,may,2,-1,0,,2021-12-04 17:58:06,2021-12-04 18:00:10,0,124.00000000000001,17,58
2050,2051,46,blue-collar,married,primary,0,174,1,1,,8,may,3,-1,0,,2021-12-04 15:24:24,2021-12-04 15:26:12,0,108.0,15,24
2673,2674,29,student,single,tertiary,0,5,0,0,cellular,15,jul,5,-1,0,,2021-12-04 12:33:45,2021-12-04 12:48:34,1,889.0,12,33
335,336,53,management,married,,0,2240,1,0,cellular,2,jun,2,385,1,success,2021-12-04 14:05:55,2021-12-04 14:10:37,1,282.0,14,5
2443,2444,37,unemployed,single,tertiary,0,1316,1,0,cellular,18,nov,1,172,2,failure,2021-12-04 17:52:48,2021-12-04 17:59:17,0,389.0,17,52
2265,2266,31,management,married,tertiary,0,10884,0,0,cellular,10,aug,3,98,2,success,2021-12-04 10:37:50,2021-12-04 10:42:44,1,294.0,10,37
3749,3750,41,management,married,tertiary,0,0,0,0,cellular,11,aug,5,-1,0,,2021-12-04 13:11:53,2021-12-04 13:32:35,1,1242.0,13,11
3846,3847,55,services,married,secondary,0,0,0,0,cellular,8,jul,1,-1,0,,2021-12-04 09:54:59,2021-12-04 09:56:45,0,106.0,9,54
2433,2434,30,blue-collar,single,secondary,0,161,0,1,telephone,8,sep,3,-1,0,,2021-12-04 17:33:56,2021-12-04 17:38:54,1,298.0,17,33
3460,3461,29,blue-collar,married,secondary,0,1074,0,0,cellular,2,feb,1,-1,0,,2021-12-04 17:29:37,2021-12-04 17:32:10,0,153.0,17,29
1036,1037,39,unemployed,married,secondary,0,2245,0,0,cellular,21,nov,2,-1,0,,2021-12-04 17:03:33,2021-12-04 17:16:02,1,749.0,17,3
419,420,32,admin.,single,secondary,0,678,1,0,cellular,4,feb,1,246,4,failure,2021-12-04 13:02:51,2021-12-04 13:29:10,1,1579.0,13,2
787,788,59,blue-collar,married,primary,0,-546,0,0,cellular,25,aug,6,-1,0,,2021-12-04 16:44:02,2021-12-04 17:03:14,1,1152.0,16,44
74,75,45,technician,divorced,tertiary,0,0,0,0,cellular,27,aug,4,-1,0,,2021-12-04 17:29:40,2021-12-04 17:30:38,0,58.00000000000001,17,29
291,292,52,unemployed,married,secondary,0,105,0,0,cellular,20,nov,1,-1,0,,2021-12-04 11:53:55,2021-12-04 11:55:31,0,96.0,11,53
2915,2916,45,technician,single,secondary,0,1171,1,0,cellular,17,nov,1,-1,0,,2021-12-04 17:43:53,2021-12-04 17:44:27,0,34.0,17,43
754,755,32,services,single,secondary,0,133,0,0,cellular,15,apr,1,-1,0,,2021-12-04 14:48:37,2021-12-04 14:51:28,1,171.0,14,48
2043,2044,62,management,married,tertiary,0,997,0,0,cellular,22,apr,1,304,2,success,2021-12-04 14:55:46,2021-12-04 15:05:00,1,554.0,14,55
1825,1826,45,admin.,divorced,secondary,0,-176,0,1,cellular,7,jul,1,-1,0,,2021-12-04 11:51:41,2021-12-04 12:01:15,1,574.0,11,51
610,611,59,entrepreneur,married,secondary,0,1085,0,1,cellular,29,jul,4,-1,0,,2021-12-04 14:17:40,2021-12-04 14:19:21,0,101.0,14,17
1274,1275,57,housemaid,married,primary,0,625,0,1,,11,jun,1,-1,0,,2021-12-04 16:34:59,2021-12-04 16:49:26,1,867.0,16,34
3258,3259,37,services,married,secondary,0,-349,1,0,,27,may,5,-1,0,,2021-12-04 16:01:00,2021-12-04 16:06:19,0,319.0,16,1
1913,1914,58,admin.,divorced,secondary,0,3337,1,0,telephone,8,oct,2,690,3,failure,2021-12-04 14:42:18,2021-12-04 14:48:27,1,369.0,14,42
3388,3389,61,management,married,,0,264,0,0,telephone,29,jul,1,178,1,success,2021-12-04 09:38:04,2021-12-04 09:42:34,1,270.0,9,38
3723,3724,37,admin.,married,,0,892,1,0,cellular,30,jul,17,-1,0,,2021-12-04 17:06:40,2021-12-04 17:11:09,0,269.0,17,6
2535,2536,36,services,single,secondary,0,1482,1,0,cellular,18,nov,2,174,1,other,2021-12-04 10:47:07,2021-12-04 10:50:04,0,177.0,10,47
514,515,57,management,married,tertiary,0,2261,1,0,,8,may,1,-1,0,,2021-12-04 09:59:25,2021-12-04 10:16:12,0,1007.0000000000001,9,59
1279,1280,46,blue-collar,married,secondary,0,668,1,0,,15,may,2,-1,0,,2021-12-04 13:07:45,2021-12-04 13:28:48,1,1263.0,13,7
2160,2161,34,management,single,tertiary,0,0,1,0,,23,may,1,-1,0,,2021-12-04 09:07:30,2021-12-04 09:13:16,0,346.0,9,7
3215,3216,31,technician,divorced,secondary,0,-1185,1,0,,16,jun,5,-1,0,,2021-12-04 15:07:56,2021-12-04 15:09:17,0,81.0,15,7
71,72,29,admin.,married,secondary,0,494,1,0,,26,may,2,-1,0,,2021-12-04 14:51:53,2021-12-04 14:57:34,0,341.0,14,51
2198,2199,67,retired,divorced,secondary,0,704,0,0,cellular,3,nov,1,-1,0,,2021-12-04 14:47:42,2021-12-04 14:56:39,1,537.0,14,47
1167,1168,27,student,single,tertiary,0,118,0,0,cellular,25,may,1,-1,0,,2021-12-04 17:09:14,2021-12-04 17:11:06,0,112.0,17,9
868,869,31,blue-collar,divorced,secondary,0,-452,1,0,,26,may,5,-1,0,,2021-12-04 13:05:28,2021-12-04 13:08:30,0,182.0,13,5
3823,3824,58,self-employed,married,tertiary,0,8014,1,0,,19,may,3,-1,0,,2021-12-04 13:01:18,2021-12-04 13:02:23,0,65.0,13,1
2992,2993,39,technician,married,secondary,0,376,0,0,,20,jun,3,-1,0,,2021-12-04 16:52:37,2021-12-04 16:55:17,0,160.0,16,52
3643,3644,34,technician,single,secondary,0,513,1,0,cellular,5,may,3,169,5,other,2021-12-04 16:18:55,2021-12-04 16:21:40,0,165.0,16,18
2636,2637,40,blue-collar,married,secondary,0,1161,1,1,,16,may,8,-1,0,,2021-12-04 10:53:24,2021-12-04 10:58:16,0,292.0,10,53
2382,2383,37,management,married,tertiary,0,3794,0,0,cellular,18,aug,1,379,1,failure,2021-12-04 12:01:46,2021-12-04 12:04:13,0,147.0,12,1
294,295,47,services,married,secondary,0,0,0,1,,20,jun,2,-1,0,,2021-12-04 14:14:47,2021-12-04 14:15:38,0,51.0,14,14
952,953,43,blue-collar,married,secondary,0,1109,1,0,cellular,2,feb,3,264,2,failure,2021-12-04 12:24:59,2021-12-04 12:26:54,0,115.00000000000001,12,24
182,183,45,admin.,married,secondary,0,205,0,0,cellular,4,may,1,90,2,success,2021-12-04 17:21:58,2021-12-04 17:31:10,1,552.0,17,21
3913,3914,31,self-employed,married,tertiary,0,1134,0,0,cellular,6,feb,2,-1,0,,2021-12-04 13:22:56,2021-12-04 13:25:50,0,174.0,13,22
564,565,35,management,married,tertiary,0,867,1,0,,2,jun,3,-1,0,,2021-12-04 16:42:59,2021-12-04 16:46:49,1,230.00000000000003,16,42
1355,1356,26,admin.,single,tertiary,0,313,0,1,cellular,26,feb,2,-1,0,,2021-12-04 15:22:15,2021-12-04 15:25:45,1,210.0,15,22
3888,3889,41,unemployed,single,primary,0,216,0,0,cellular,5,jun,3,-1,0,,2021-12-04 09:10:01,2021-12-04 09:19:38,1,577.0,9,10
3909,3910,30,technician,single,tertiary,0,699,1,0,cellular,11,aug,4,-1,0,,2021-12-04 15:50:52,2021-12-04 15:54:25,0,213.0,15,50
1843,1844,58,self-employed,married,secondary,0,372,0,0,,17,jun,2,-1,0,,2021-12-04 10:48:54,2021-12-04 10:54:09,0,315.0,10,48
2718,2719,43,management,single,tertiary,0,1696,1,0,cellular,26,aug,1,474,3,failure,2021-12-04 15:27:56,2021-12-04 15:32:13,1,257.0,15,27
1404,1405,60,management,divorced,secondary,0,0,1,0,telephone,13,may,4,350,6,failure,2021-12-04 09:36:06,2021-12-04 09:37:11,0,65.0,9,36
3623,3624,30,management,single,tertiary,0,501,1,0,,23,may,3,-1,0,,2021-12-04 09:41:58,2021-12-04 09:45:27,0,209.0,9,41
1102,1103,29,technician,single,secondary,0,3466,0,0,cellular,21,apr,1,-1,0,,2021-12-04 09:43:52,2021-12-04 09:48:26,1,274.0,9,43
2420,2421,29,admin.,single,secondary,0,265,1,0,cellular,25,nov,1,184,1,failure,2021-12-04 17:04:34,2021-12-04 17:11:28,1,414.0,17,4
2070,2071,43,technician,married,tertiary,0,2643,0,0,cellular,12,aug,3,100,5,success,2021-12-04 12:58:47,2021-12-04 13:01:55,1,188.0,12,58
667,668,30,technician,single,secondary,0,-522,1,1,cellular,5,may,2,286,6,failure,2021-12-04 10:08:05,2021-12-04 10:19:15,1,670.0,10,8
1012,1013,39,admin.,single,tertiary,0,23,0,0,,11,jun,3,-1,0,,2021-12-04 15:46:52,2021-12-04 15:49:34,0,162.0,15,46
2014,2015,47,management,single,tertiary,0,-295,0,1,cellular,22,jul,2,-1,0,,2021-12-04 09:11:42,2021-12-04 09:17:15,0,333.0,9,11
1963,1964,47,blue-collar,married,secondary,0,947,0,1,cellular,29,aug,17,-1,0,,2021-12-04 10:33:40,2021-12-04 10:34:04,0,24.0,10,33
119,120,40,management,married,tertiary,1,0,0,0,cellular,28,jul,5,-1,0,,2021-12-04 13:33:23,2021-12-04 13:36:08,0,165.0,13,33
1259,1260,47,technician,married,tertiary,0,1115,1,0,telephone,23,jul,9,-1,0,,2021-12-04 17:06:21,2021-12-04 17:06:39,0,18.0,17,6
1305,1306,40,admin.,married,secondary,0,1538,1,0,,30,may,2,-1,0,,2021-12-04 15:45:50,2021-12-04 15:52:20,0,390.0,15,45
3007,3008,31,unemployed,divorced,tertiary,0,756,0,0,cellular,20,jul,2,-1,0,,2021-12-04 12:16:47,2021-12-04 12:22:42,1,355.0,12,16
3951,3952,35,services,married,secondary,0,2135,0,0,,11,jun,1,-1,0,,2021-12-04 15:11:57,2021-12-04 15:19:13,0,436.0,15,11
1859,1860,33,technician,married,secondary,0,3243,0,0,cellular,12,aug,4,-1,0,,2021-12-04 14:37:49,2021-12-04 14:45:08,1,439.0,14,37
2647,2648,32,blue-collar,single,secondary,0,706,1,0,,20,may,1,-1,0,,2021-12-04 14:31:11,2021-12-04 14:33:43,0,152.0,14,31
772,773,34,self-employed,married,tertiary,0,0,1,0,cellular,10,jul,1,-1,0,,2021-12-04 11:29:26,2021-12-04 11:31:01,0,95.0,11,29
1286,1287,52,management,married,tertiary,0,3163,0,0,cellular,25,aug,6,-1,0,,2021-12-04 10:43:29,2021-12-04 10:44:25,0,56.0,10,43
3120,3121,36,blue-collar,married,secondary,0,1550,0,0,cellular,31,jul,3,-1,0,,2021-12-04 11:59:17,2021-12-04 11:59:34,0,17.0,11,59
3564,3565,38,management,single,tertiary,0,455,1,0,cellular,19,feb,2,555,6,success,2021-12-04 16:37:15,2021-12-04 16:41:30,1,255.00000000000003,16,37
1038,1039,34,management,married,tertiary,0,611,0,0,cellular,2,jun,1,-1,0,,2021-12-04 16:27:19,2021-12-04 16:33:09,1,350.0,16,27
2764,2765,27,admin.,single,tertiary,0,689,0,0,cellular,26,jan,1,307,1,failure,2021-12-04 13:57:31,2021-12-04 13:59:09,0,98.0,13,57
3124,3125,60,blue-collar,married,tertiary,0,759,0,0,cellular,8,aug,2,-1,0,,2021-12-04 14:09:32,2021-12-04 14:13:47,0,255.00000000000003,14,9
302,303,30,management,single,tertiary,0,2344,1,0,cellular,20,oct,2,92,3,failure,2021-12-04 12:58:57,2021-12-04 13:04:13,0,316.0,12,58
543,544,36,management,married,tertiary,0,203,0,0,cellular,25,jan,1,88,1,success,2021-12-04 14:34:31,2021-12-04 14:38:46,1,255.00000000000003,14,34
1850,1851,51,retired,married,primary,0,752,1,0,,30,may,2,-1,0,,2021-12-04 16:31:30,2021-12-04 16:35:04,0,214.0,16,31
2993,2994,30,blue-collar,married,secondary,0,294,1,1,,16,jun,3,-1,0,,2021-12-04 15:10:47,2021-12-04 15:11:37,0,50.0,15,10
639,640,64,retired,married,secondary,0,466,1,0,cellular,18,oct,1,-1,0,,2021-12-04 10:33:54,2021-12-04 10:42:40,1,526.0,10,33
2495,2496,59,unemployed,married,secondary,0,4497,1,0,cellular,4,feb,1,251,1,failure,2021-12-04 17:43:31,2021-12-04 17:47:04,0,213.0,17,43
16,17,34,admin.,single,secondary,0,69,1,0,telephone,6,may,3,362,4,other,2021-12-04 11:48:45,2021-12-04 11:50:17,0,92.0,11,48
2126,2127,37,technician,married,secondary,0,410,1,1,,2,jun,6,-1,0,,2021-12-04 17:10:52,2021-12-04 17:16:09,0,317.0,17,10
1387,1388,36,technician,married,tertiary,0,4596,1,0,cellular,16,apr,2,-1,0,,2021-12-04 12:41:40,2021-12-04 12:56:41,1,901.0,12,41
2810,2811,30,management,divorced,tertiary,0,0,0,0,cellular,22,aug,2,-1,0,,2021-12-04 09:08:48,2021-12-04 09:12:17,0,209.0,9,8
521,522,34,blue-collar,single,secondary,0,-72,1,0,cellular,7,jul,5,-1,0,,2021-12-04 10:12:01,2021-12-04 10:16:34,0,273.0,10,12
3016,3017,29,services,single,secondary,0,1934,0,0,cellular,29,sep,1,-1,0,,2021-12-04 11:53:05,2021-12-04 11:57:36,1,271.0,11,53
2419,2420,40,admin.,single,secondary,0,985,1,0,cellular,4,jun,3,50,8,failure,2021-12-04 12:14:55,2021-12-04 12:24:47,1,592.0,12,14
3843,3844,34,blue-collar,married,,0,245,1,0,,6,may,1,-1,0,,2021-12-04 17:11:17,2021-12-04 17:11:30,0,13.0,17,11
2502,2503,56,services,married,secondary,0,705,1,0,,29,may,2,-1,0,,2021-12-04 09:54:20,2021-12-04 09:56:51,0,151.0,9,54
1230,1231,42,management,married,,0,849,1,0,cellular,8,oct,1,321,1,other,2021-12-04 13:44:12,2021-12-04 13:55:19,1,667.0,13,44
1009,1010,30,admin.,single,secondary,0,315,1,0,cellular,14,may,3,346,4,failure,2021-12-04 12:12:30,2021-12-04 12:27:14,1,884.0,12,12
